full_name,stars,forks,open_issues,created_at,pushed_at,language,license,description
okfn-brasil/serenata-de-amor,4599,654,69,2016-06-27T20:55:11Z,2024-01-31T20:29:15Z,Python,MIT License,🕵 Artificial Intelligence for social control of public administration | **This repository does not receive frequent updates. Check out the README**
ruc-datalab/DeepAnalyze,4387,695,23,2025-10-11T11:19:21Z,2026-07-01T03:12:26Z,Python,MIT License,DeepAnalyze is the first agentic LLM for autonomous data science. 🎈你的AI数据分析师，自动分析大量数据，一键生成专业分析报告！
mljar/mercury,4349,292,5,2021-12-20T13:43:44Z,2026-07-09T09:13:47Z,Python,Apache License 2.0,"Impress your boss and turn a Jupyter notebook into a beautiful, shareable web app — no callbacks, no frontend, no rewrite."
ndleah/python-mini-project,4314,1767,133,2021-07-16T09:05:09Z,2024-08-16T21:05:01Z,Python,MIT License,🙌 Welcome open-source Python mini-project contributions!
CodeCutTech/Data-science,4224,1064,6,2020-07-17T19:25:27Z,2025-12-02T21:42:02Z,Jupyter Notebook,,"Collection of useful data science topics along with articles, videos, and code"
iterative/cml,4184,345,86,2020-02-26T07:33:41Z,2025-06-02T04:40:57Z,JavaScript,Apache License 2.0,♾️ CML - Continuous Machine Learning | CI/CD for ML
kubeflow/pipelines,4169,2049,439,2018-05-12T00:31:47Z,2026-07-22T11:38:06Z,Python,Apache License 2.0,Machine Learning Pipelines for Kubeflow
anu0012/awesome-computer-science-opportunities,4136,410,17,2018-01-18T16:36:55Z,2024-06-10T12:05:19Z,,MIT License,An awesome list of events and fellowship opportunities for Computer Science students
orchest/orchest,4135,262,130,2020-05-21T17:33:05Z,2023-06-06T09:48:26Z,TypeScript,Apache License 2.0,"Build data pipelines, the easy way 🛠️"
stumpy-dev/stumpy,4117,359,75,2019-05-03T19:23:44Z,2026-07-22T03:06:47Z,Python,Other,STUMPY is a powerful and scalable Python library for modern time series analysis
aws/aws-sdk-pandas,4117,737,41,2019-02-26T01:39:02Z,2026-07-21T09:24:03Z,Python,Apache License 2.0,"pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, Neptune, OpenSearch, QuickSight, Chime, CloudWatchLogs, DynamoDB, EMR, SecretManager, PostgreSQL, MySQL, SQLServer and S3 (Parquet, CSV, JSON and EXCEL)."
shashankvemuri/Finance,4079,351,21,2020-02-09T23:16:59Z,2026-03-26T06:24:50Z,Python,MIT License,"150+ quantitative finance Python programs to help you gather, manipulate, and analyze stock market data"
jphall663/awesome-machine-learning-interpretability,4047,629,27,2018-06-21T14:26:51Z,2026-06-03T15:17:31Z,,Creative Commons Zero v1.0 Universal,A curated list of awesome responsible machine learning resources.
nteract/hydrogen,4016,340,180,2015-05-11T01:16:55Z,2026-07-19T05:45:37Z,TypeScript,MIT License,":atom: Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor."
gee-community/geemap,3995,1145,42,2020-03-08T15:21:09Z,2026-07-22T03:33:26Z,Python,MIT License,A Python package for interactive geospatial analysis and visualization with Google Earth Engine.
gopherdata/gophernotes,3966,266,55,2016-01-22T19:22:16Z,2023-11-03T18:02:49Z,Go,MIT License,The Go kernel for Jupyter notebooks and nteract.
jeroenjanssens/data-science-at-the-command-line,3962,766,36,2013-09-16T15:42:19Z,2024-05-03T09:44:29Z,HTML,Other,Data Science at the Command Line
Netflix/maestro,3807,299,34,2024-04-17T01:15:56Z,2026-07-21T19:58:57Z,Java,Apache License 2.0,Maestro: Netflix’s Workflow Orchestrator
justmarkham/scikit-learn-videos,3800,2531,0,2015-04-06T02:08:42Z,2024-03-05T19:22:42Z,Jupyter Notebook,,Jupyter notebooks from the scikit-learn video series
jtablesaw/tablesaw,3758,649,146,2016-01-01T14:58:28Z,2026-06-30T07:14:37Z,Java,Apache License 2.0,Java dataframe and visualization library
opengeos/leafmap,3735,465,4,2021-03-10T00:54:29Z,2026-07-20T21:23:20Z,Python,MIT License,A Python package for interactive mapping and geospatial analysis with minimal coding in a Jupyter environment
polyaxon/polyaxon,3716,328,125,2016-12-26T12:48:47Z,2026-07-15T16:31:11Z,MDX,Apache License 2.0,AI Infra / AI Orchestration / AI Control Plane
chiphuyen/python-is-cool,3663,570,3,2019-10-21T14:21:10Z,2019-12-27T04:06:24Z,Jupyter Notebook,,Cool Python features for machine learning that I used to be too afraid to use. Will be updated as I have more time / learn more.
Jon-Becker/prediction-market-analysis,3652,518,7,2025-11-22T16:59:25Z,2026-07-17T04:59:00Z,Python,MIT License,"A framework for collecting and analyzing prediction market data, including the largest publicly available dataset of Polymarket and Kalshi market and trade data."
astroautomata/PySR,3640,339,144,2020-09-14T11:16:09Z,2026-07-20T19:23:21Z,Python,Apache License 2.0,High-Performance Symbolic Regression in Python and Julia
spotify/chartify,3640,332,54,2018-09-17T14:12:05Z,2024-10-16T14:47:17Z,Python,Apache License 2.0,Python library that makes it easy for data scientists to create charts.
ploomber/ploomber,3623,242,110,2020-01-20T20:13:06Z,2025-05-29T22:02:03Z,Python,Apache License 2.0,"The fastest ⚡️ way to build data pipelines. Develop iteratively, deploy anywhere. ☁️"
alibaba/GraphScope,3556,470,462,2020-10-28T03:19:33Z,2026-07-22T03:13:45Z,C++,Apache License 2.0,🔨 🍇 💻 🚀 GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba | 一站式图计算系统
fastai/fastpages,3546,728,0,2020-02-03T05:19:46Z,2022-11-13T18:05:19Z,Jupyter Notebook,Apache License 2.0,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks."
krzjoa/awesome-python-data-science,3505,454,15,2017-12-21T10:17:53Z,2026-04-13T07:15:05Z,,Creative Commons Attribution 4.0 International,Probably the best curated list of data science software in Python.
ethen8181/machine-learning,3487,675,6,2015-07-24T03:35:49Z,2026-07-10T18:45:47Z,HTML,MIT License,:earth_americas: machine learning tutorials (mainly in Python3) 
antonycourtney/tad,3471,131,166,2016-10-24T18:59:04Z,2025-03-05T22:46:06Z,TypeScript,MIT License,A desktop application for viewing and analyzing tabular data
microsoft/tensorwatch,3470,361,54,2019-05-15T08:29:34Z,2026-03-30T21:27:28Z,Jupyter Notebook,MIT License,"Debugging, monitoring and visualization for Python Machine Learning and Data Science"
edtechre/pybroker,3453,447,5,2023-01-16T01:11:52Z,2026-07-20T23:40:35Z,Python,Other,Algorithmic Trading in Python with Machine Learning
rio-labs/rio,3426,138,75,2024-04-13T17:24:38Z,2026-07-20T18:37:45Z,Python,Apache License 2.0,"WebApps in pure Python. No JavaScript, HTML and CSS needed"
rbhatia46/Data-Science-Interview-Resources,3418,763,18,2018-11-22T19:48:36Z,2024-08-07T14:03:16Z,,MIT License,A repository listing out the potential sources which will help you in preparing for a Data Science/Machine Learning interview. New resources added frequently.
matheusfacure/python-causality-handbook,3413,613,99,2020-04-15T12:01:22Z,2026-07-08T23:15:31Z,Jupyter Notebook,MIT License,Causal Inference for the Brave and True. A light-hearted yet rigorous approach to learning about impact estimation and causality. 
GokuMohandas/mlops-course,3387,599,1,2020-11-12T03:05:00Z,2024-08-16T05:27:56Z,Jupyter Notebook,MIT License,"Learn how to design, develop, deploy and iterate on production-grade ML applications."
databricks/koalas,3372,369,107,2019-01-03T21:46:54Z,2024-03-20T15:33:34Z,Python,Apache License 2.0,Koalas: pandas API on Apache Spark
tirthajyoti/Machine-Learning-with-Python,3319,1833,9,2017-07-17T03:06:13Z,2023-05-22T22:28:39Z,Jupyter Notebook,"BSD 2-Clause ""Simplified"" License",Practice and tutorial-style notebooks  covering wide variety of machine learning techniques
Visualize-ML/Book7_Visualizations-for-Machine-Learning,3312,619,0,2022-10-11T01:25:25Z,2026-05-01T14:41:33Z,Jupyter Notebook,,Book_7_《机器学习》 |   鸢尾花书：从加减乘除到机器学习；欢迎批评指正
mljar/mljar-supervised,3275,449,128,2018-11-05T12:58:04Z,2026-06-11T10:38:45Z,Python,MIT License,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and Automatic Documentation"
determined-ai/determined,3224,372,108,2020-04-07T16:12:29Z,2025-03-20T19:09:46Z,Go,Apache License 2.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning, experiment tracking, and resource management. Works with PyTorch and TensorFlow."
tirthajyoti/Data-science-best-resources,3221,1005,12,2018-12-27T03:51:46Z,2024-08-17T07:00:25Z,,MIT License,Carefully curated resource links for data science in one place
dotnet/interactive,3200,465,571,2020-01-22T00:39:04Z,2026-04-27T18:47:24Z,C#,MIT License,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding experiences. Share code, explore data, write, and learn across your apps in ways you couldn't before."
opengeos/geoai,3199,456,6,2023-08-11T20:05:04Z,2026-07-21T19:47:14Z,Python,MIT License,GeoAI: Artificial Intelligence for Geospatial Data
parrt/dtreeviz,3154,339,75,2018-08-13T21:45:15Z,2026-01-02T18:39:55Z,Jupyter Notebook,MIT License,A python library for decision tree visualization and model interpretation.
spark-notebook/spark-notebook,3142,642,207,2014-09-05T19:35:25Z,2023-05-16T16:06:37Z,JavaScript,Apache License 2.0,Interactive and Reactive Data Science using Scala and Spark.
nidhaloff/igel,3137,208,18,2020-08-27T20:54:59Z,2025-12-07T18:25:00Z,Python,MIT License,"a delightful machine learning tool that allows you to train, test, and use models without writing code"
bfortuner/ml-glossary,3128,730,25,2017-04-20T16:05:19Z,2024-08-08T03:16:06Z,Python,MIT License,Machine learning glossary
fbdesignpro/sweetviz,3119,288,41,2020-05-09T15:25:47Z,2026-04-11T19:21:12Z,Python,MIT License,"Visualize and compare datasets, target values and associations, with one line of code."
aksnzhy/xlearn,3094,515,194,2017-06-10T08:09:31Z,2023-08-28T05:14:10Z,C++,Apache License 2.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface."
shogun-toolbox/shogun,3072,1031,423,2011-04-01T10:44:32Z,2023-12-19T18:37:18Z,C++,"BSD 3-Clause ""New"" or ""Revised"" License",Shōgun
stellargraph/stellargraph,3060,442,327,2018-04-13T07:35:51Z,2024-04-10T12:25:23Z,Python,Apache License 2.0,StellarGraph - Machine Learning on Graphs
libffcv/ffcv,2991,181,121,2021-10-13T17:03:39Z,2024-06-16T15:59:22Z,Python,Apache License 2.0,FFCV: Fast Forward Computer Vision (and other ML workloads!)
datafold/data-diff,2990,310,0,2022-03-07T15:29:23Z,2024-05-17T13:45:03Z,Python,MIT License,Compare tables within or across databases
letianzj/QuantResearch,2981,571,1,2020-06-27T02:38:42Z,2023-08-26T12:16:05Z,Jupyter Notebook,MIT License,"Quantitative analysis, strategies and backtests"
afshinea/stanford-cs-221-artificial-intelligence,2973,565,4,2019-05-24T05:16:45Z,2019-12-17T05:18:38Z,,MIT License,VIP cheatsheets for Stanford's CS 221 Artificial Intelligence
hosseinmoein/DataFrame,2968,357,0,2017-10-28T17:25:45Z,2026-07-22T15:32:35Z,C++,"BSD 3-Clause ""New"" or ""Revised"" License","C++ DataFrame for statistical, financial, and ML analysis in modern C++"
Visualize-ML/Linear-Algebra-Made-Easy---Learn-with-Python-and-Visualization,2961,483,9,2025-03-05T15:59:02Z,2026-05-01T14:43:53Z,Jupyter Notebook,,”数学不难“  之  《线性代数不难》上下册，66话题完册；欢迎批评指正
deepnote/deepnote,2959,198,21,2025-09-29T15:24:25Z,2026-07-22T17:04:27Z,TypeScript,Apache License 2.0,"Deepnote is a drop-in replacement for Jupyter with an AI-first design, sleek UI, new blocks, and native data integrations. Use Python, R, and SQL locally in your favorite IDE, then scale to Deepnote cloud for real-time collaboration, Deepnote agent, and deployable data apps. https://deepnote.com/"
tirthajyoti/Papers-Literature-ML-DL-RL-AI,2922,806,2,2018-01-16T06:25:18Z,2023-02-18T08:00:16Z,,MIT License,"Highly cited and useful papers related to machine learning, deep learning, AI, game theory, reinforcement learning"
tkarim45/Beginner-Data-Science-Projects,2908,562,2,2024-03-10T16:46:46Z,2026-07-20T07:24:57Z,Jupyter Notebook,MIT License,"This repository is a curated collection of hands-on data science projects tailored for beginners. Whether you're just starting your journey in data science or looking to strengthen your skills, these projects provide a practical and interactive way to apply your knowledge."
chdb-io/chdb,2844,126,38,2023-02-25T13:35:14Z,2026-07-22T08:14:38Z,Python,Apache License 2.0,chDB is an in-process OLAP SQL Engine 🚀 powered by ClickHouse 
whylabs/whylogs,2828,143,4,2020-08-14T23:25:32Z,2025-01-10T20:14:49Z,Jupyter Notebook,Apache License 2.0,"An open-source data logging library for machine learning models and data pipelines. 📚 Provides visibility into data quality & model performance over time. 🛡️ Supports privacy-preserving data collection, ensuring safety & robustness. 📈"
rasbt/deep-learning-book,2820,740,6,2016-12-18T07:15:40Z,2020-10-02T04:02:21Z,Jupyter Notebook,Other,"Repository for ""Introduction to Artificial Neural Networks and Deep Learning: A Practical Guide with Applications in Python"""
Visualize-ML/Book6_First-Course-in-Data-Science,2703,488,1,2022-10-11T01:24:38Z,2026-05-01T14:41:59Z,Jupyter Notebook,,Book_6_《数据有道》 |   鸢尾花书：从加减乘除到机器学习；欢迎大家批评指正！纠错多的同学会得到赠书感谢！
eddwebster/football_analytics,2697,355,7,2020-09-01T14:28:18Z,2025-10-09T10:51:47Z,Jupyter Notebook,,"📊⚽  A collection of football analytics projects, data, and analysis by Edd Webster (@eddwebster), including a curated list of publicly available resources published by the football analytics community."
bytewax/awesome-public-real-time-datasets,2653,209,3,2023-05-25T16:33:28Z,2026-07-10T15:05:39Z,,Creative Commons Zero v1.0 Universal,A list of publicly available datasets with real-time data maintained by the team at bytewax.io
mito-ds/mito,2643,204,293,2022-01-20T17:13:19Z,2026-07-21T19:36:01Z,Jupyter Notebook,Other,"Jupyter extensions that help you write code faster: Context aware AI Chat, Autocomplete, and Spreadsheet"
CamDavidsonPilon/lifelines,2595,573,297,2013-08-28T00:16:42Z,2026-03-07T01:40:07Z,Python,MIT License,Survival analysis in Python
yuankunzhang/charming,2564,117,24,2023-06-29T15:28:29Z,2026-01-16T09:09:40Z,Rust,Apache License 2.0,A visualization library for Rust
weijie-chen/Linear-Algebra-With-Python,2562,616,3,2020-06-01T19:07:55Z,2024-09-05T16:40:42Z,Jupyter Notebook,MIT License,"Lecture Notes for Linear Algebra Featuring Python. This series of lecture notes will walk you through all the must-know concepts that set the foundation of data science or advanced quantitative skillsets. Suitable for statistician/econometrician, quantitative analysts, data scientists and etc. to quickly refresh the linear algebra with the assistance of Python computation and visualization."
justinzm/gopup,2552,383,66,2020-03-20T11:33:00Z,2023-09-15T04:10:37Z,Python,,"数据接口：百度、谷歌、头条、微博指数,宏观数据，利率数据，货币汇率，千里马、独角兽公司，新闻联播文字稿，影视票房数据，高校名单，疫情数据…"
apache/hamilton,2551,201,157,2023-02-23T17:16:48Z,2026-07-19T17:09:07Z,Jupyter Notebook,Apache License 2.0,"Apache Hamilton helps data scientists and engineers define testable, modular, self-documenting dataflows, that encode lineage/tracing and metadata. Runs and scales everywhere python does."
supabase/supabase-py,2544,510,23,2020-08-28T06:29:30Z,2026-07-22T14:51:23Z,Python,MIT License,"Python Client for Supabase. Query Postgres from Flask, Django, FastAPI. Python user authentication, security policies, edge functions, file storage, and realtime data streaming. Good first issue."
scverse/scanpy,2522,756,553,2017-01-29T11:31:11Z,2026-07-22T13:54:29Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",Single-cell analysis in Python. Scales to >100M cells.
unslothai/hyperlearn,2482,164,2,2018-08-27T16:00:47Z,2024-11-19T02:09:54Z,Jupyter Notebook,Apache License 2.0,"2-2000x faster ML algos, 50% less memory usage, works on all hardware - new and old."
mckinsey/causalnex,2475,290,35,2019-12-12T15:26:09Z,2026-06-29T11:07:10Z,Python,Other,A Python library that helps data scientists to infer causation rather than observing correlation.
yunabe/lgo,2453,118,24,2017-10-05T15:29:10Z,2020-11-20T07:01:33Z,Go,"BSD 3-Clause ""New"" or ""Revised"" License",Interactive Go programming with Jupyter
Lightning-AI/torchmetrics,2449,501,149,2020-12-22T20:02:42Z,2026-07-16T09:35:35Z,Python,Apache License 2.0,"Machine learning metrics for distributed, scalable PyTorch applications."
PizzaDeDados/datascience-pizza,2449,478,11,2017-07-18T20:37:32Z,2024-04-05T17:42:33Z,,Mozilla Public License 2.0,"🍕 Repositório para juntar informações sobre materiais de estudo em análise de dados e áreas afins, empresas que trabalham com dados e dicionário de conceitos"
benedekrozemberczki/awesome-community-detection,2444,358,0,2018-10-10T15:17:30Z,2025-12-20T17:06:00Z,Python,Creative Commons Zero v1.0 Universal,A curated list of community detection research papers with implementations. 
lining808/CS-Ebook,2436,178,0,2023-03-25T08:10:33Z,2025-10-24T09:34:52Z,Python,,一个高质量、经典计算机书籍推荐清单，特点为：只收集高质量，各方向经典书籍，不求书多，只求书精。
man-group/ArcticDB,2435,198,308,2022-11-11T09:09:46Z,2026-07-22T16:25:29Z,C++,Other,"ArcticDB is a high performance, serverless DataFrame database built for the Python Data Science ecosystem."
reiinakano/scikit-plot,2433,286,32,2017-02-04T06:22:59Z,2024-08-20T05:47:39Z,Python,MIT License,An intuitive library to add plotting functionality to scikit-learn objects.
metarank/metarank,2429,110,132,2020-08-19T17:16:08Z,2025-09-24T16:56:42Z,Scala,Apache License 2.0,"A low code Machine Learning personalized ranking service for articles, listings, search results, recommendations that boosts user engagement. A friendly Learn-to-Rank engine"
jayinai/data-science-question-answer,2409,648,5,2018-01-15T01:39:56Z,2022-10-06T14:35:19Z,Jupyter Notebook,MIT License,A repo for data science related questions and answers
Ph055a/OSINT_Collection,2385,284,24,2018-02-26T04:46:31Z,2024-08-03T12:41:05Z,,,Maintained collection of OSINT related resources. (All Free & Actionable)
hesamsheikh/ml-retreat,2362,253,0,2024-09-18T19:34:16Z,2025-09-08T14:23:19Z,Jupyter Notebook,,Machine Learning Journal for Intermediate to Advanced Topics. 
refuel-ai/autolabel,2326,160,81,2023-03-23T00:11:13Z,2025-03-05T01:15:43Z,Python,MIT License,"Label, clean and enrich text datasets with LLMs."
zasper-io/zasper,2323,74,14,2024-08-22T21:07:26Z,2026-07-13T05:59:53Z,TypeScript,GNU Affero General Public License v3.0,High Performace IDE for Jupyter Notebooks
thenaturalist/awesome-business-intelligence,2309,296,23,2017-06-08T13:34:02Z,2024-08-21T11:08:26Z,,MIT License,Actively curated list of awesome BI tools. PRs welcome!
claimed-framework/claimed,2304,3923,1,2018-05-21T17:13:20Z,2026-07-07T18:28:50Z,Jupyter Notebook,Apache License 2.0,The goal of CLAIMED is to enable low-code/no-code rapid prototyping style programming to seamlessly CI/CD into production. 
approximatelabs/sketch,2284,120,8,2022-07-14T01:54:07Z,2024-02-08T15:15:58Z,Python,MIT License,AI code-writing assistant that understands data content
MarcSkovMadsen/awesome-streamlit,2273,362,31,2019-10-06T02:07:49Z,2023-05-25T17:22:46Z,HTML,Creative Commons Attribution Share Alike 4.0 International,The purpose of this project is to share knowledge on how awesome Streamlit is and can be
moj-analytical-services/splink,2271,246,213,2019-11-22T14:27:33Z,2026-07-21T08:46:34Z,Python,MIT License,"Fast, accurate and scalable probabilistic data linkage with support for multiple SQL backends"
feature-engine/feature_engine,2259,355,88,2018-12-31T01:47:18Z,2026-07-22T05:50:40Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",Feature engineering and selection open-source Python library compatible with sklearn.
mGalarnyk/datasciencecoursera,2256,2083,28,2016-12-27T03:59:24Z,2023-03-08T05:23:11Z,HTML,,Data Science Repo and blog for John Hopkins Coursera Courses. Please let me know if you have any questions.
justmarkham/pandas-videos,2250,1925,0,2016-03-31T17:39:41Z,2024-03-05T19:28:51Z,Jupyter Notebook,,Jupyter notebook and datasets from the pandas video series
sfu-db/dataprep,2247,225,167,2019-05-12T22:37:24Z,2024-06-27T16:57:45Z,Python,MIT License,"Open-source low code data preparation library in python. Collect, clean and visualization your data in python with a few lines of code."
neonwatty/machine-learning-refined,2245,704,0,2016-08-12T14:13:30Z,2026-07-11T21:46:57Z,Python,Other,"Master the fundamentals of machine learning, deep learning, and mathematical optimization by building key concepts and models from scratch using Python."
wooey/Wooey,2236,189,58,2015-03-01T16:47:05Z,2026-05-19T22:52:50Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",A Django app that creates automatic web UIs for Python scripts.
orico/www.mlcompendium.com,2191,237,0,2021-08-09T03:50:41Z,2025-06-19T16:59:50Z,,,"The Machine Learning & Deep Learning Compendium was a list of references in my private & single document, which I curated in order to expand my knowledge, it is now an open knowledge-sharing project compiled using Gitbook."
pretzelai/pretzelai,2186,157,36,2024-03-12T19:51:02Z,2024-12-01T10:36:53Z,TypeScript,Other,The modern replacement for Jupyter Notebooks
Esri/arcgis-python-api,2177,1147,95,2016-03-16T01:09:14Z,2026-07-22T12:59:57Z,Python,Apache License 2.0,Documentation and samples for ArcGIS API for Python
the-turing-way/the-turing-way,2163,762,608,2018-11-01T12:32:50Z,2026-07-21T17:38:54Z,TeX,Other,"Book repository for The Turing Way: a how to guide for reproducible, ethical and collaborative data science"
alexhallam/tv,2162,40,28,2021-04-30T13:18:16Z,2025-08-21T00:29:44Z,Rust,MIT License,📺(tv) Tidy Viewer is a cross-platform CLI csv pretty printer that uses column styling to maximize viewer enjoyment.
ujjwalkarn/DataScienceR,2148,878,7,2014-10-08T07:29:44Z,2023-03-10T11:06:16Z,R,MIT License,"a curated list of R tutorials for Data Science, NLP and Machine Learning "
NannyML/nannyml,2146,188,2,2022-01-26T15:27:16Z,2025-07-12T08:12:42Z,Python,Apache License 2.0,nannyml: post-deployment data science in python
cerlymarco/MEDIUM_NoteBook,2141,968,3,2019-04-22T20:45:20Z,2024-09-22T08:08:30Z,Jupyter Notebook,MIT License,Repository containing notebooks of my posts on Medium
AlexIoannides/pyspark-example-project,2120,806,13,2017-12-28T18:43:15Z,2023-01-01T22:08:44Z,Python,,Implementing best practices for PySpark ETL jobs and applications.
pymc-devs/pymc-resources,2096,763,40,2017-11-13T12:38:07Z,2024-12-23T21:26:01Z,Jupyter Notebook,MIT License,PyMC educational resources
pydoit/doit,2074,193,93,2014-02-14T22:21:23Z,2026-02-12T12:57:06Z,Python,MIT License,CLI task management & automation tool
TileDB-Inc/TileDB,2069,213,116,2017-03-31T23:44:23Z,2026-07-01T11:31:28Z,C++,MIT License,The Universal Storage Engine
bytewax/bytewax,2036,112,35,2022-02-04T18:29:36Z,2026-06-20T02:53:41Z,Python,Apache License 2.0,Python Stream Processing
WenjieDu/PyPOTS,2034,187,24,2022-03-29T14:22:47Z,2026-07-20T17:53:48Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License","A Python toolkit/library for reality-centric machine/deep learning & data mining on partially-observed time series, with 50+ SOTA neural network models for scientific analysis tasks (imputation, classification, clustering, forecasting, anomaly detection, cleaning) on incomplete industrial irregularly-sampled multivariate TS with NaN missing values"
danijar/handout,2030,105,12,2018-08-28T15:30:22Z,2021-08-28T07:48:24Z,Python,Apache License 2.0,Turn Python scripts into handouts with Markdown and figures
Azure/azureml-examples,2015,1661,754,2020-08-21T18:04:26Z,2026-07-22T17:35:05Z,Jupyter Notebook,MIT License,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions."
BlazingDB/blazingsql,2011,181,146,2018-09-24T18:25:45Z,2022-09-16T23:58:37Z,C++,Apache License 2.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF."
featureform/featureform,1981,108,129,2020-10-16T05:41:53Z,2025-07-03T19:09:35Z,Go,Mozilla Public License 2.0,The Virtual Feature Store. Turn your existing data infrastructure into a feature store.
robertmartin8/MachineLearningStocks,1954,539,21,2017-02-12T04:50:44Z,2024-06-17T22:43:10Z,Python,MIT License,Using python and scikit-learn to make stock predictions
shervinea/mit-15-003-data-science-tools,1944,377,2,2020-08-10T02:23:19Z,2020-08-23T16:27:58Z,,MIT License,Study guides for MIT's 15.003 Data Science Tools
feathr-ai/feathr,1938,245,165,2022-02-18T08:00:06Z,2024-04-04T19:17:41Z,Scala,Apache License 2.0,"Feathr – A scalable, unified data and AI engineering platform for enterprise"
mrsaeeddev/free-ai-resources,1934,328,25,2020-07-14T03:28:11Z,2024-05-29T10:28:36Z,,MIT License,"🚀 FREE AI Resources - 🎓 Courses, 👷 Jobs, 📝 Blogs, 🔬 AI Research, and many more - for everyone!"
JuliaAI/MLJ.jl,1933,158,89,2018-08-01T06:29:39Z,2026-07-22T00:58:25Z,Julia,Other,A Julia machine learning framework
diffgram/diffgram,1905,132,486,2018-09-06T21:04:23Z,2026-06-22T07:33:28Z,Python,Other,"The AI Datastore for Schemas, BLOBs, and Predictions. Use with your apps or integrate built-in Human Supervision, Data Workflow, and UI Catalog to get the most value out of your AI Data."
szilard/benchm-ml,1894,327,12,2015-03-28T00:34:18Z,2022-09-16T14:01:14Z,R,MIT License,"A minimal benchmark for scalability, speed and accuracy of commonly used open source implementations (R packages, Python scikit-learn, H2O, xgboost, Spark MLlib etc.) of the top machine learning algorithms for binary classification (random forests, gradient boosted trees, deep neural networks etc.)."
safe-graph/graph-fraud-detection-papers,1870,297,0,2019-11-21T05:39:23Z,2026-06-29T04:42:42Z,,,"A curated list of Graph/Transformer-based fraud, anomaly, and outlier detection papers & resources"
opengeos/GeoLibre,1845,251,4,2026-05-27T19:34:31Z,2026-07-22T16:11:09Z,TypeScript,MIT License,"A lightweight, cloud-native GIS platform for visualizing, exploring, and analyzing geospatial data. It runs in the web browser, on the desktop, on mobile, and inside Jupyter notebooks."
camoverride/lit,1834,550,0,2017-12-29T01:26:21Z,2025-05-29T07:05:27Z,,,Literature for the self-taught AI practitioner! 📚
benedekrozemberczki/awesome-fraud-detection-papers,1817,331,2,2019-05-27T10:23:22Z,2026-01-05T12:28:59Z,Python,Creative Commons Zero v1.0 Universal,A curated list of data mining papers about fraud detection.
microsoft/responsible-ai-toolbox,1808,485,95,2020-07-06T20:46:53Z,2026-04-29T18:27:55Z,TypeScript,MIT License,"Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and libraries that enable a better understanding of AI systems. These interfaces and libraries empower developers and stakeholders of AI systems to develop and monitor AI more responsibly, and take better data-driven actions."
apachecn/python_data_analysis_and_mining_action,1804,702,6,2017-10-29T14:22:16Z,2020-08-02T10:30:01Z,Python,,《python数据分析与挖掘实战》的代码笔记
tidyverse/tidyverse,1794,295,17,2016-09-06T13:29:39Z,2025-06-18T20:15:42Z,R,Other,Easily install and load packages from the tidyverse
LastAncientOne/Deep_Learning_Machine_Learning_Stock,1775,364,4,2018-09-29T23:38:06Z,2024-03-01T00:12:23Z,Jupyter Notebook,MIT License,Deep Learning and Machine Learning stocks represent promising opportunities for both long-term and short-term investors and traders.
starpig1129/DATAGEN,1773,242,0,2024-07-23T05:50:15Z,2026-07-07T16:41:43Z,Python,MIT License,"DATAGEN: AI-driven multi-agent research assistant automating hypothesis generation, data analysis, and report writing. "
enzoampil/fastquant,1751,259,82,2019-06-26T14:36:43Z,2023-09-15T10:23:58Z,Jupyter Notebook,MIT License,fastquant — Backtest and optimize your ML trading strategies with only 3 lines of code!
justmarkham/scikit-learn-tips,1743,435,1,2020-03-26T13:36:57Z,2022-09-05T14:51:34Z,Jupyter Notebook,,:robot::zap: 50 scikit-learn tips
ScottfreeLLC/AlphaPy,1739,274,19,2016-02-14T00:47:32Z,2025-08-24T13:55:25Z,Python,Apache License 2.0,Python AutoML for Trading Systems and Sports Betting
JifuZhao/DS-Take-Home,1720,849,1,2018-04-12T01:40:14Z,2019-03-09T03:22:16Z,Jupyter Notebook,MIT License,My solution to the book A Collection of Data Science Take-Home Challenges
